datetime,EAN101,EAN201,EAN202,EAN203,EAN103,EAN102,EAN104,sale_price_1,sale_price_2,sale_price_3,sale_price_4,purchase_price_1,purchase_price_2,purchase_price_3,purchase_price_4
2019-10-07T00:23:00,50,0,0,107.4733016,0.81454548,2.1066667,5.5066667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:23:30,50,0,0,107.4733016,0.86545452,2.0933333,5.4133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:24:00,50,0,0,107.4733016,0.91636363,2.08,5.32,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:24:30,50,0,0,107.4733016,0.96727274,2.0666667,5.2266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:25:00,50,0,0,107.8130722,1.01818185,2.0533333,5.1333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:25:30,50,0,0,107.8130722,1.06909089,2.04,5.04,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:26:00,50,0,0,107.8130722,1.12,2.0266667,4.9466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:26:30,50,0,0,107.8130722,1.17090911,2.0133333,4.8533333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:27:00,50,0,0,108.0601918,1.22181815,2,4.76,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:27:30,50,0,0,108.0601918,1.27272726,1.9866667,4.6666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:28:00,50,0,0,108.080633,1.32363637,1.9733333,4.5733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:28:30,50,0,0,108.080633,1.37454548,1.96,4.48,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:29:00,50,0,0,108.6764874,1.42545452,1.9466667,4.3866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:29:30,50,0,0,108.6764874,1.47636363,1.9333333,4.2933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:30:00,50,0,0,108.6764874,1.52727274,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:30:30,50,0,0,108.080633,1.50181815,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:31:00,50,0,0,108.6764874,1.47636363,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:31:30,50,0,0,108.6764874,1.45090911,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:32:00,50,0,0,108.080633,1.42545452,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:32:30,50,0,0,108.080633,1.4,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:33:00,50,0,0,108.080633,1.37454548,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:33:30,50,0,0,107.8130722,1.34909089,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:34:00,50,0,0,107.8130722,1.32363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:34:30,50,0,0,108.080633,1.29818185,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:35:00,50,0,0,107.8130722,1.27272726,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:35:30,50,0,0,107.8130722,1.24727274,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:36:00,50,0,0,108.080633,1.22181815,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:36:30,50,0,0,108.6764874,1.19636363,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:37:00,50,0,0,108.6764874,1.17090911,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:37:30,50,0,0,108.080633,1.14545452,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:38:00,50,0,0,107.7007448,1.12,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:38:30,50,0,0,107.7007448,1.09454548,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:39:00,50,0,0,107.6158538,1.06909089,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:39:30,50,0,0,106.8429058,1.04363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:40:00,50,0,0,107.5798912,1.01818185,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:40:30,50,0,0,107.5798912,0.99272726,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:41:00,50,0,0,107.5798912,0.96727274,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:41:30,50,0,0,106.8429058,0.94181815,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:42:00,50,0,0,107.143264,0.91636363,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:42:30,50,0,0,107.143264,0.89090911,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:43:00,50,0,0,107.143264,0.86545452,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:43:30,50,0,0,107.143264,0.84,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:44:00,50,0,0,107.143264,0.81454548,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:44:30,50,0,0,107.143264,0.78909089,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:45:00,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:45:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:46:00,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:46:30,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:47:00,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:47:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:48:00,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:48:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:49:00,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:49:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:50:00,50,0,0,106.6093418,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:50:30,50,0,0,106.6093418,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:51:00,50,0,0,106.6093418,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:51:30,50,0,0,106.5765726,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:52:00,50,0,0,106.6093418,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:52:30,50,0,0,106.5765726,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:53:00,50,0,0,106.550806,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:53:30,50,0,0,106.550806,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:54:00,50,0,0,106.2224606,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:54:30,50,0,0,106.2224606,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:55:00,50,0,0,106.2224606,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:55:30,50,0,0,106.2224606,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:56:00,50,0,0,106.550806,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:56:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:57:00,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:57:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:58:00,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:58:30,50,0,0,107.143264,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:59:00,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T00:59:30,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:00:00,50,0,0,106.7424202,0.76363637,1.92,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:00:30,50,0,0,106.10519,0.78909089,1.928,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:01:00,50,0,0,105.644974,0.81454548,1.936,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:01:30,50,0,0,105.644974,0.84,1.944,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:02:00,50,0,0,105.3766138,0.86545452,1.952,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:02:30,50,0,0,105.232877,0.89090911,1.96,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:03:00,50,0,0,105.232877,0.91636363,1.968,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:03:30,50,0,0,105.3766138,0.94181815,1.976,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:04:00,50,0,0,105.3766138,0.96727274,1.984,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:04:30,50,0,0,105.3766138,0.99272726,1.992,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:05:00,50,0,0,106.10519,1.01818185,2,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:05:30,50,0,0,105.3766138,1.04363637,2.008,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:06:00,50,0,0,106.10519,1.06909089,2.016,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:06:30,50,0,0,105.3766138,1.09454548,2.024,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:07:00,50,0,0,105.4951692,1.12,2.032,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:07:30,50,0,0,105.3766138,1.14545452,2.04,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:08:00,50,0,0,105.4951692,1.17090911,2.048,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:08:30,50,0,0,105.3766138,1.19636363,2.056,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:09:00,50,0,0,105.3766138,1.22181815,2.064,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:09:30,50,0,0,105.3766138,1.24727274,2.072,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:10:00,50,0,0,105.3766138,1.27272726,2.08,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:10:30,50,0,0,105.3766138,1.29818185,2.088,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:11:00,50,0,0,104.9240146,1.32363637,2.096,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:11:30,50,0,0,104.9240146,1.34909089,2.104,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:12:00,50,0,0,105.3766138,1.37454548,2.112,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:12:30,50,0,0,105.3766138,1.4,2.12,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:13:00,50,0,0,105.4951692,1.42545452,2.128,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:13:30,50,0,0,106.10519,1.45090911,2.136,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:14:00,50,0,0,106.10519,1.47636363,2.144,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:14:30,50,0,0,106.9049426,1.50181815,2.152,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:15:00,50,0,0,106.9049426,1.52727274,2.16,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:15:30,50,0,0,106.9049426,1.55272726,2.1573333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:16:00,50,0,0,107.693971,1.57818185,2.1546667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:16:30,50,0,0,107.693971,1.60363637,2.152,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:17:00,50,0,0,107.7518028,1.62909089,2.1493333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:17:30,50,0,0,107.7518028,1.65454548,2.1466667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:18:00,50,0,0,107.693971,1.68,2.144,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:18:30,50,0,0,107.693971,1.70545452,2.1413333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:19:00,50,0,0,106.9049426,1.73090911,2.1386667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:19:30,50,0,0,107.693971,1.75636363,2.136,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:20:00,50,0,0,107.693971,1.78181815,2.1333333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:20:30,50,0,0,107.693971,1.80727274,2.1306667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:21:00,50,0,0,106.9049426,1.83272726,2.128,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:21:30,50,0,0,106.9049426,1.85818185,2.1253333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:22:00,50,0,0,106.9049426,1.88363637,2.1226667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:22:30,50,0,0,105.704256,1.90909089,2.12,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:23:00,50,0,0,105.704256,1.93454548,2.1173333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:23:30,50,0,0,106.9049426,1.96,2.1146667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:24:00,50,0,0,107.693971,1.98545452,2.112,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:24:30,50,0,0,107.693971,2.01090911,2.1093333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:25:00,50,0,0,107.693971,2.03636363,2.1066667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:25:30,50,0,0,107.693971,2.06181815,2.104,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:26:00,50,0,0,107.693971,2.08727274,2.1013333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:26:30,50,0,0,108.0570682,2.11272726,2.0986667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:27:00,50,0,0,108.0570682,2.13818185,2.096,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:27:30,50,0,0,107.693971,2.16363637,2.0933333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:28:00,50,0,0,107.693971,2.18909089,2.0906667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:28:30,50,0,0,107.693971,2.21454548,2.088,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:29:00,50,0,0,107.693971,2.24,2.0853333,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:29:30,50,0,0,107.693971,2.26545452,2.0826667,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:30:00,50,0,0,108.0570682,2.29090911,2.08,4.2,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:30:30,50,0,0,107.9500566,2.29090911,2.0826667,4.2466667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:31:00,50,0,0,107.9500566,2.29090911,2.0853333,4.2933333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:31:30,50,0,0,108.0570682,2.29090911,2.088,4.34,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:32:00,50,0,0,108.7354482,2.29090911,2.0906667,4.3866667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:32:30,50,0,0,108.7354482,2.29090911,2.0933333,4.4333333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:33:00,50,0,0,109.1189456,2.29090911,2.096,4.48,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:33:30,50,0,0,108.7354482,2.29090911,2.0986667,4.5266667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:34:00,50,0,0,108.3592282,2.29090911,2.1013333,4.5733333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:34:30,50,0,0,108.3592282,2.29090911,2.104,4.62,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:35:00,50,0,0,108.0570682,2.29090911,2.1066667,4.6666667,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:35:30,50,0,0,108.3592282,2.29090911,2.1093333,4.7133333,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
2019-10-07T01:36:00,50,0,0,109.1189456,2.29090911,2.112,4.76,0.04,0.04,0.04,0.04,0.15,0.15,0.15,0.15
